point_id	beta	gamma	sigma
3852	0.30380131	0.10516387	0.17779519
3853	0.20316418	0.11620939	0.28178638
3854	0.45428892	0.12841504	0.44660132
3855	0.10565513	0.14190266	0.70781539
3856	0.23625205	0.15680691	0.12300422
3857	0.15799127	0.17327658	0.19494855
3858	0.35327921	0.19147608	0.30897262
3859	0.12919980	0.21158710	0.48968861
3860	0.28889953	0.23381041	0.77610414
3861	0.19319876	0.25836787	0.13487144
3862	0.43200555	0.28550463	0.21375683
3863	0.11683587	0.10612305	0.33878174
3864	0.26125295	0.11726931	0.53693288
3865	0.17471038	0.12958628	0.85098127
3866	0.39066428	0.14319693	0.14788360
3867	0.14287211	0.15823711	0.23437970
3868	0.31947175	0.17485700	0.37146680
3869	0.21364363	0.19322249	0.58873520
3870	0.47772168	0.21351694	0.93308240
3871	0.10303130	0.23594294	0.10421254
3872	0.23038499	0.26072438	0.16516575
3873	0.15406773	0.28810866	0.26177008
3874	0.34450591	0.10709097	0.41487761
3875	0.12599126	0.11833890	0.65753670
3876	0.28172502	0.13076821	0.11426678
3877	0.18840088	0.14450299	0.18110065
3878	0.42127717	0.15968036	0.28702518
3879	0.11393438	0.17645183	0.45490426
3880	0.25476502	0.19498483	0.72097466
3881	0.17037164	0.21546438	0.12529104
3882	0.38096256	0.23809493	0.19857291
3883	0.13932404	0.26310239	0.31471685
3884	0.31153801	0.29073643	0.49879260
3885	0.20833803	0.10806773	0.79053299
3886	0.46585799	0.11941824	0.13737889
3887	0.10834578	0.13196092	0.21773087
3888	0.24226852	0.14582097	0.34508017
3889	0.16201472	0.16113677	0.54691521
3890	0.36227593	0.17806121	0.86680219
3891	0.13249004	0.19676324	0.15063296
3892	0.29625674	0.21742958	0.23873715
3893	0.19811882	0.24026654	0.37837288
3894	0.44300715	0.26550209	0.59968060
3895	0.11981125	0.29338818	0.95042970
3896	0.26790610	0.10905339	0.10615000
3897	0.17915961	0.12050743	0.16823641
3898	0.40061307	0.13316451	0.26663675
3899	0.14651054	0.14715098	0.42259076
3900	0.32760752	0.16260646	0.66976122
3901	0.21908435	0.17968527	0.11639116
3902	0.48988750	0.19855788	0.18446756
3903	0.10174392	0.21941271	0.29236138
3904	0.22750632	0.24245796	0.46336156
3905	0.15214265	0.26792368	0.73437858
3906	0.34020130	0.29606411	0.12762037
3907	0.12441700	0.11004804	0.20226466
3908	0.27820486	0.12160655	0.32056788
3909	0.18604681	0.13437907	0.50806584
3910	0.41601331	0.14849311	0.80523010
3911	0.11251077	0.16408956	0.13993295
3912	0.25158173	0.18132414	0.22177879
3913	0.16824284	0.20036888	0.35149569
3914	0.37620243	0.22141393	0.55708312
3915	0.13758318	0.24466936	0.88291725
3916	0.30764534	0.27036736	0.15343343
3917	0.20573484	0.29876445	0.24317560
3918	0.46003709	0.10057945	0.38540736
3919	0.10699199	0.11114347	0.61082950
3920	0.23924137	0.12281703	0.96809951
3921	0.15999035	0.13571669	0.10812348
3922	0.35774929	0.14997122	0.17136416
3923	0.13083458	0.16572292	0.27159389
3924	0.29255500	0.18312905	0.43044731
3925	0.19564332	0.20236337	0.68221301
3926	0.43747177	0.22361789	0.11855503
3927	0.11831421	0.24710482	0.18789707
3928	0.26455861	0.27305861	0.29779678
3929	0.17692101	0.10149682	0.47197609
3930	0.39560740	0.11215718	0.74803170
3931	0.14467989	0.12393722	0.12999301
3932	0.32351406	0.13695453	0.20602504
3933	0.21634689	0.15133907	0.32652768
3934	0.48376635	0.16723444	0.51751149
3935	0.10433496	0.18479933	0.82020044
3936	0.23330007	0.20420908	0.14253450
3937	0.15601716	0.22565746	0.22590196
3938	0.34886498	0.24935861	0.35803048
3939	0.12758544	0.27554912	0.56744007
3940	0.28528972	0.10242255	0.89933190
3941	0.19078474	0.11318014	0.15628597
3942	0.42660764	0.12506762	0.24769657
3943	0.11537601	0.13820366	0.39257261
3944	0.25798859	0.15271940	0.62218566
3945	0.17252737	0.16875975	0.98609782
3946	0.38578293	0.18648484	0.10081380
3947	0.14108692	0.20607163	0.15977911
3948	0.31547994	0.22771564	0.25323283
3949	0.21097415	0.25163295	0.40134698
3950	0.47175255	0.27806234	0.63609210
3951	0.10971669	0.10335672	0.11054014
3952	0.24533397	0.11421243	0.17519431
3953	0.16406471	0.12620834	0.27766427
3954	0.36685985	0.13946419	0.44006821
3955	0.13416645	0.15411232	0.69746112
3956	0.30000531	0.17029897	0.12120485
3957	0.20062564	0.18818573	0.19209674
3958	0.44861257	0.20795116	0.30445282
3959	0.12132724	0.22979258	0.48252520
3960	0.27129595	0.25392804	0.76475091
3961	0.18142654	0.28059849	0.13289848
3962	0.40568207	0.10429942	0.21062989
3963	0.14836435	0.11525414	0.33382588
3964	0.33175277	0.12735946	0.52907836
3965	0.22185645	0.14073621	0.83853269
3966	0.49608611	0.15551795	0.14572028
3967	0.10110628	0.17185223	0.23095108
3968	0.22608051	0.18990213	0.36603280
3969	0.15118915	0.20984784	0.58012289
3970	0.33806921	0.23188847	0.91943282
3971	0.12363726	0.25624407	0.10268807
3972	0.27646131	0.28315777	0.16274963
3973	0.18488082	0.10525071	0.25794077
3974	0.41340609	0.11630535	0.40880858
3975	0.11180565	0.12852108	0.64791793
3976	0.25000503	0.14201984	0.11259523
3977	0.16718844	0.15693639	0.17845142
3978	0.37384471	0.17341966	0.28282644
3979	0.13672093	0.19163419	0.44824969
3980	0.30571728	0.21176181	0.71042789
3981	0.20444547	0.23400348	0.12345822
3982	0.45715397	0.25858121	0.19566809
3983	0.10632146	0.28574039	0.31011302
3984	0.23774201	0.10621068	0.49149601
3985	0.15898766	0.11736615	0.77896869
3986	0.35550722	0.12969329	0.13536924
3987	0.13001462	0.14331517	0.21454579
3988	0.29072152	0.15836778	0.34003216
3989	0.19441720	0.17500138	0.53891466
3990	0.43473007	0.19338204	0.85412218
3991	0.11757272	0.21369325	0.14842942
3992	0.26290059	0.23613777	0.23524478
3993	0.17581222	0.26093968	0.37283785
3994	0.39312807	0.28834656	0.59090818
3995	0.14377316	0.10717940	0.93652635
3996	0.32148655	0.11843662	0.10459719
3997	0.21499101	0.13087619	0.16577537
3998	0.48073452	0.14462232	0.26273625
3999	0.10368108	0.15981222	0.41640890
4000	0.23183795	0.17659753	0.65996363
4001	0.15503938	0.19514584	0.11468853
4002	0.34667859	0.21564230	0.18176908
4003	0.12678585	0.23829153	0.28808457
4004	0.28350177	0.26331965	0.45658328
4005	0.18958906	0.29097651	0.72363573
4006	0.42393403	0.10815696	0.12575348
4007	0.11465293	0.11951685	0.19930583
4008	0.25637174	0.13206989	0.31587845
4009	0.17144611	0.14594138	0.50063361
4010	0.38336517	0.16126983	0.79345080
4011	0.14020271	0.17820824	0.13788595
4012	0.31350278	0.19692572	0.21853450
4013	0.20965195	0.21760912	0.34635383
4014	0.46879600	0.24046494	0.54893383
4015	0.10902908	0.26572133	0.87000150
4016	0.24379643	0.29363044	0.15118893
4017	0.16303650	0.10914344	0.23961831
4018	0.36456069	0.12060694	0.37976943
4019	0.13332561	0.13327447	0.60189398
4020	0.29812513	0.14727248	0.95393767
4021	0.19936829	0.16274074	0.10654179
4022	0.44580105	0.17983364	0.16885736
4023	0.12056686	0.19872184	0.26762088
4024	0.26959570	0.21959389	0.42415052
4025	0.18028951	0.24265817	0.67223327
4026	0.40313960	0.26814492	0.11682075
4027	0.14743453	0.29630858	0.18514842
4028	0.32967363	0.11013891	0.29344046
4029	0.22046604	0.12170697	0.46507179
4030	0.49297706	0.13449003	0.73708912
4031	0.10238559	0.14861573	0.12809141
4032	0.22894113	0.16422506	0.20301120
4033	0.15310216	0.18147386	0.32175107
4034	0.34234684	0.20053434	0.50994108
4035	0.12520165	0.22159676	0.80820215
4036	0.27995941	0.24487140	0.14044944
4037	0.18722014	0.27059061	0.22259736
4038	0.41863696	0.29901115	0.35279303
4039	0.11322034	0.10066251	0.55913928
4040	0.25316837	0.11123524	0.88617603
4041	0.16930389	0.12291845	0.15399974
4042	0.37857501	0.13582876	0.24407315
4043	0.13845087	0.15009505	0.38682987
4044	0.30958556	0.16585976	0.61308403
4045	0.20703234	0.18328026	0.97167270
4046	0.46293839	0.20253047	0.10852255
4047	0.10766676	0.22380255	0.17199665
4048	0.24075019	0.24730886	0.27259633
4049	0.16099935	0.27328409	0.43203606
4050	0.36000550	0.10158063	0.68473102
4051	0.13165971	0.11224979	0.11899261
4052	0.29440005	0.12403956	0.18859058
4053	0.19687718	0.13706762	0.29889593
4054	0.44023076	0.15146404	0.47371812
4055	0.11906038	0.16737254	0.75079263
4056	0.26622710	0.18495192	0.13047281
4057	0.17803679	0.20437770	0.20678546
4058	0.39810237	0.22584380	0.32773287
4059	0.14559233	0.24956451	0.51942159
4060	0.32555435	0.27577665	0.82322775
4061	0.21771132	0.10250712	0.14306059
4062	0.48681731	0.11327360	0.22673575
4063	0.10499297	0.12517090	0.35935195
4064	0.23477142	0.13831779	0.56953445
4065	0.15700111	0.15284551	0.90265128
4066	0.35106516	0.16889910	0.15686281
4067	0.12839008	0.18663883	0.24861081
4068	0.28708895	0.20624179	0.39402157
4069	0.19198795	0.22790367	0.62448211
4070	0.42929811	0.25184074	0.98973744
4071	0.11610364	0.27829195	0.10118590
4072	0.25961564	0.10344207	0.16036884
4073	0.17361544	0.11430675	0.25416749
4074	0.38821593	0.12631255	0.40282832
4075	0.14197671	0.13957935	0.63843987
4076	0.31746957	0.15423958	0.11094813
4077	0.21230470	0.17043960	0.17584094
4078	0.47472773	0.18834112	0.27868911
4079	0.11040863	0.20812287	0.44169247
4080	0.24688121	0.22998233	0.70003540
4081	0.16509942	0.25413772	0.12165221
4082	0.36917352	0.28083019	0.19280576
4083	0.13501260	0.10438554	0.30557653
4084	0.30189734	0.11534931	0.48430617
4085	0.20189092	0.12746462	0.76757355
4086	0.45144182	0.14085242	0.13338899
4087	0.12209241	0.15564637	0.21140731
4088	0.27300693	0.17199414	0.33505801
4089	0.18257073	0.19005894	0.53103115
4090	0.40824057	0.21002112	0.84162766
4091	0.14930004	0.23207995	0.14625812
4092	0.33384503	0.25645566	0.23180351
4093	0.22325563	0.28339158	0.36738380
4094	0.49921476	0.10533762	0.58226408
4095	0.10007862	0.11640139	0.92282638
4096	0.22360680	0.14422496	0.11937766
4097	0.14953488	0.20800838	0.14251027
4098	0.33437015	0.11298310	0.17012543
4099	0.12228445	0.16294982	0.20309176
4100	0.27343635	0.23501431	0.24244620
4101	0.18285791	0.12765180	0.28942661
4102	0.40888272	0.18410575	0.34551073
4103	0.11058230	0.26552645	0.41246264
4104	0.24726954	0.10415285	0.49238826
4105	0.16535911	0.15021440	0.58780161
4106	0.36975421	0.21664666	0.70170383
4107	0.13522496	0.11767511	0.83767764
4108	0.30237221	0.16971688	0.10137180
4109	0.20220849	0.24477410	0.12101529
4110	0.45215192	0.13295299	0.14446522
4111	0.10515812	0.19175139	0.17245921
4112	0.23514070	0.27655336	0.20587778
4113	0.15724807	0.10847816	0.24577208
4114	0.35161737	0.15645258	0.29339697
4115	0.12859203	0.22564367	0.35025045
4116	0.28754053	0.12256199	0.41812080
4117	0.19228994	0.17676497	0.49914285
4118	0.42997338	0.25493920	0.59586507
4119	0.11628627	0.13847433	0.71132980
4120	0.26002400	0.19971454	0.84916891
4121	0.17388853	0.28803821	0.10276242
4122	0.38882658	0.10136555	0.12267538
4123	0.14220003	0.14619442	0.14644700
4124	0.31796893	0.21084884	0.17482501
4125	0.21263864	0.11452594	0.20870201
4126	0.47547446	0.16517499	0.24914358
4127	0.10254663	0.23822355	0.29742179
4128	0.22930124	0.12939495	0.35505518
4129	0.15334298	0.18661981	0.42385659
4130	0.34288533	0.26915234	0.50599009
4131	0.12539859	0.10557511	0.60403915
4132	0.28039977	0.15226566	0.72108783
4133	0.18751463	0.21960508	0.86081781
4134	0.41929546	0.11928203	0.10417211
4135	0.11339843	0.17203445	0.12435824
4136	0.25356659	0.24811662	0.14845596
4137	0.16957020	0.13476853	0.17722326
4138	0.37917049	0.19436985	0.21156498
4139	0.13866865	0.28032984	0.25256133
4140	0.31007252	0.10995949	0.30150182
4141	0.20735799	0.15858902	0.35992583
4142	0.46366657	0.22872495	0.42967105
4143	0.10783611	0.12423563	0.51293126
4144	0.24112888	0.17917879	0.61232536
4145	0.16125260	0.25842053	0.73097972
4146	0.36057177	0.14036526	0.87262651
4147	0.13186680	0.20244174	0.10560115
4148	0.29486313	0.29197151	0.12606418
4149	0.19718686	0.10274975	0.15049248
4150	0.44092322	0.14819078	0.17965440
4151	0.11924765	0.21372809	0.21446723
4152	0.26664586	0.11608985	0.25602597
4153	0.17831683	0.16743053	0.30563783
4154	0.39872856	0.24147662	0.36486330
4155	0.14582134	0.13116191	0.43556528
4156	0.32606644	0.18916820	0.51996766
4157	0.21805377	0.27282776	0.62072524
4158	0.48758305	0.10701679	0.74100730
4159	0.10126531	0.15434492	0.88459720
4160	0.22643612	0.22260390	0.10704978
4161	0.15142696	0.12091089	0.12779353
4162	0.33860098	0.17438367	0.15255693
4163	0.12383173	0.25150478	0.18211890
4164	0.27689617	0.13660886	0.21740929
4165	0.18517163	0.19702407	0.25953814
4166	0.41405636	0.28415788	0.30983057
4167	0.11198151	0.11146104	0.36986849
4168	0.25039827	0.16075464	0.44154037
4169	0.16745142	0.23184830	0.52710058
4170	0.37443275	0.12593213	0.62924036
4171	0.13693598	0.18162556	0.75117244
4172	0.30619816	0.26194939	0.89673211
4173	0.20476705	0.14228202	0.10851829
4174	0.45787305	0.20520619	0.12954660
4175	0.10648870	0.29595853	0.15464971
4176	0.23811597	0.10045313	0.18461721
4177	0.15923774	0.14487848	0.22039172
4178	0.35606642	0.20895093	0.26309848
4179	0.13021912	0.11349505	0.31408082
4180	0.29117881	0.16368819	0.37494235
4181	0.19472301	0.23607923	0.44759742
4182	0.43541388	0.12823023	0.53433134
4183	0.11775765	0.18493999	0.63787228
4184	0.26331412	0.26672962	0.76147703
4185	0.17608876	0.10462479	0.90903349
4186	0.39374644	0.15089507	0.11000695
4187	0.14399930	0.21762834	0.13132373
4188	0.32199223	0.11820833	0.15677120
4189	0.21532918	0.17048592	0.18714979
4190	0.48149069	0.24588324	0.22341505
4191	0.10384417	0.13355543	0.26670767
4192	0.23220262	0.19262027	0.31838938
4193	0.15528325	0.27780650	0.38008581
4194	0.34722390	0.10896971	0.45373756
4195	0.12698527	0.15716151	0.54166130
4196	0.28394770	0.22666612	0.64662261
4197	0.18988727	0.12311735	0.77192297
4198	0.42460085	0.17756594	0.92150361
4199	0.11483327	0.25609440	0.11151602
4200	0.25677500	0.13910179	0.13312523
4201	0.17171579	0.20061950	0.15892178
4202	0.38396818	0.28934339	0.18971711
4203	0.14042324	0.10182487	0.22647986
4204	0.31399591	0.14685687	0.27036637
4205	0.20998172	0.21180426	0.32275705
4206	0.46953340	0.11504489	0.38529983
4207	0.10920057	0.16592344	0.45996194
4208	0.24417991	0.23930301	0.54909182
4209	0.16329295	0.12998128	0.65549298
4210	0.36513413	0.18746544	0.78251221
4211	0.13353533	0.27037195	0.93414480
4212	0.29859407	0.10605350	0.11304580
4213	0.19968189	0.15295561	0.13495144
4214	0.44650227	0.22060017	0.16110187
4215	0.12075651	0.11982253	0.19231965
4216	0.27001976	0.17281399	0.22958671
4217	0.18057310	0.24924090	0.27407525
4218	0.40377372	0.13537920	0.32718463
4219	0.14766644	0.19525060	0.39058537
4220	0.33019219	0.28160009	0.46627170
4221	0.22081283	0.11045774	0.55662426
4222	0.49375249	0.15930763	0.66448504
4223	0.10063067	0.22976136	0.79324672
4224	0.22501701	0.12479858	0.94695940
4225	0.15047795	0.17999070	0.11459656
4226	0.33647891	0.25959150	0.13680270
4227	0.12305566	0.14100130	0.16331187
4228	0.27516083	0.20335906	0.19495790
4229	0.18401113	0.29329452	0.23273618
4230	0.41146141	0.10321534	0.27783502
4231	0.11127971	0.14886228	0.33167295
4232	0.24882899	0.21469655	0.39594343
4233	0.16640198	0.11661588	0.47266801
4234	0.37208613	0.16818921	0.56426003
4235	0.13607778	0.24257081	0.67360045
4236	0.30427917	0.13175624	0.80412848
4237	0.20348375	0.19002537	0.95994980
4238	0.45500349	0.27406401	0.11616860
4239	0.10582132	0.10750171	0.13867936
4240	0.23662366	0.15504430	0.16555218
4241	0.15823978	0.22361258	0.19763233
4242	0.35383490	0.12145877	0.23592886
4243	0.12940302	0.17517385	0.28164636
4244	0.28935395	0.25264441	0.33622285
4245	0.19350265	0.13722787	0.40137498
4246	0.43268508	0.19791684	0.47915207
4247	0.11701965	0.28544548	0.57200055
4248	0.26166389	0.11196610	0.68284090
4249	0.17498519	0.16148306	0.81515952
4250	0.39127878	0.23289887	0.97311839
4251	0.14309684	0.12650277	0.11776220
4252	0.31997426	0.18244856	0.14058177
4253	0.21397968	0.26313636	0.16782323
4254	0.47847312	0.14292674	0.20034345
4255	0.10319336	0.20613603	0.23916533
4256	0.23074737	0.29729960	0.28550999
4257	0.15431007	0.10090831	0.34083515
4258	0.34504780	0.14553496	0.40688104
4259	0.12618944	0.20989774	0.48572508
4260	0.28216816	0.11400933	0.57984726
4261	0.18869722	0.16442991	0.69220812
4262	0.42193982	0.23714896	0.82634188
4263	0.11411359	0.12881127	0.98646763
4264	0.25516575	0.18577800	0.10010486
4265	0.17063962	0.26793824	0.11950284
4266	0.38156180	0.10509888	0.14265970
4267	0.13954319	0.15157881	0.17030382
4268	0.31202805	0.21861448	0.20330473
4269	0.20866573	0.11874397	0.24270043
4270	0.46659076	0.17125844	0.28973011
4271	0.10851620	0.24699741	0.34587303
4272	0.24264960	0.13416061	0.41289515
4273	0.16226956	0.19349308	0.49290459
4274	0.36284578	0.27906532	0.58841798
4275	0.13269844	0.10946348	0.70243964
4276	0.29672273	0.15787365	0.83855604
4277	0.19843045	0.22769321	0.10147810
4278	0.44370398	0.12367523	0.12114219
4279	0.11999971	0.17837054	0.14461671
4280	0.26832751	0.25725484	0.17264005
4281	0.17944142	0.13973210	0.20609366
4282	0.40124321	0.20152856	0.24602980
4283	0.14674099	0.29065448	0.29370463
4284	0.32812283	0.10228626	0.35061772
4285	0.21942896	0.14752232	0.41855925
4286	0.49065807	0.21276400	0.49966625
4287	0.10190396	0.11556619	0.59648990
4288	0.22786418	0.16667528	0.71207571
4289	0.15238196	0.24038736	0.85005935
4290	0.34073642	0.13057026	0.10287018
4291	0.12461270	0.18831490	0.12280401
4292	0.27864247	0.27159708	0.14660056
4293	0.18633945	0.10653406	0.17500833
4294	0.41666767	0.15364870	0.20892085
4295	0.11268774	0.22159977	0.24940484
4296	0.25197745	0.12036548	0.29773367
4297	0.16850748	0.17359706	0.35542750
4298	0.37679418	0.25037028	0.42430104
4299	0.13779959	0.13599264	0.50652068
4300	0.30812925	0.19613533	0.60467255
4301	0.20605845	0.28287610	0.72184397
4302	0.46076070	0.11095826	0.86172047
4303	0.10716029	0.16002950	0.10428135
4304	0.23961769	0.23080247	0.12448864
4305	0.16024200	0.12536407	0.14861163
4306	0.35831201	0.18080628	0.17740909
4307	0.13104037	0.26076778	0.21178683
4308	0.29301518	0.14164021	0.25282617
4309	0.19595106	0.20428054	0.30181798
4310	0.43815989	0.29462352	0.36030325
4311	0.11850031	0.10368303	0.43012161
4312	0.26497475	0.14953681	0.51346913
4313	0.17719930	0.21566940	0.61296745
4314	0.39622967	0.11714430	0.73174623
4315	0.14490746	0.16895132	0.87354155
4316	0.32402293	0.24366997	0.10571188
4317	0.21668719	0.13235326	0.12619638
4318	0.48452729	0.19088643	0.15065029
4319	0.10449908	0.27530587	0.17984279
4320	0.23366704	0.10798883	0.21469212
4321	0.15626257	0.15574685	0.25629444
4322	0.34941373	0.22462583	0.30595832
4323	0.12778613	0.12200913	0.36524590
4324	0.28573847	0.17596761	0.43602202
4325	0.19108483	0.25378922	0.52051290
4326	0.42727867	0.13784969	0.62137614
4327	0.11555749	0.19881366	0.74178432
4328	0.25839439	0.28673891	0.88552480
4329	0.17279875	0.11247345	0.10716204
4330	0.38638974	0.16221478	0.12792754
4331	0.14130884	0.23395420	0.15271691
4332	0.31597618	0.12707598	0.18230988
4333	0.21130600	0.18327528	0.21763727
4334	0.47249459	0.26432870	0.25981029
4335	0.10988927	0.14357438	0.31015546
4336	0.24571987	0.20707009	0.37025634
4337	0.16432278	0.29864675	0.44200337
4338	0.36743691	0.10015081	0.52765330
4339	0.13437749	0.14444247	0.62990018
4340	0.30047720	0.20832209	0.75196012
4341	0.20094122	0.11315349	0.89767243
4342	0.44931822	0.16319557	0.10863209
4343	0.12151808	0.23536875	0.12968245
4344	0.27172269	0.12784432	0.15481188
4345	0.18171191	0.18438341	0.18481080
4346	0.40632019	0.26592690	0.22062282
4347	0.14859772	0.10430993	0.26337437
4348	0.33227461	0.15044095	0.31441017
4349	0.22220542	0.21697339	0.37533552
4350	0.49686643	0.11785259	0.44806677
4351	0.10031484	0.16997284	0.53489165
4352	0.22431080	0.24514326	0.63854116
4353	0.15000567	0.13315350	0.76227552
4354	0.33542288	0.19204058	0.90998671
4355	0.12266945	0.27697044	0.11012230
4356	0.27429723	0.10864176	0.13146143
4357	0.18343362	0.15668854	0.15693559
4358	0.41017003	0.22598397	0.18734604
4359	0.11093046	0.12274683	0.22364933
4360	0.24804804	0.17703156	0.26698734
4361	0.16587972	0.25532369	0.31872325
4362	0.37091834	0.13868317	0.38048437
4363	0.13565070	0.20001574	0.45421336
4364	0.30332420	0.28847261	0.54222929
4365	0.20284511	0.10151843	0.64730067
4366	0.45357547	0.14641491	0.77273241
4367	0.10548920	0.21116683	0.92246991
4368	0.23588102	0.11469866	0.11163296
4369	0.15774314	0.16542409	0.13326482
4370	0.35272439	0.23858283	0.15908843
4371	0.12899689	0.12959010	0.18991605
4372	0.28844581	0.18690126	0.22671735
4373	0.19289534	0.26955827	0.27064987
4374	0.43132710	0.10573433	0.32309550
4375	0.11665238	0.15249530	0.38570386
4376	0.26084266	0.21993628	0.46044426
4377	0.17443600	0.11946192	0.54966760
4378	0.39005075	0.17229391	0.65618034
4379	0.14264773	0.24849081	0.78333276
4380	0.31897002	0.13497178	0.93512435
4381	0.21330811	0.19466299	0.11316434
4382	0.47697143	0.28075262	0.13509295
4383	0.10286949	0.11012532	0.16127081
4384	0.23002317	0.15882820	0.19252132
4385	0.15382576	0.22906990	0.22982746
4386	0.34396487	0.12442300	0.27436265
4387	0.12579339	0.17944902	0.32752772
4388	0.28128258	0.25881027	0.39099494
4389	0.18810500	0.14057696	0.46676063
4390	0.42061556	0.20274705	0.55720794
4391	0.11375545	0.29241185	0.66518182
4392	0.25436492	0.10290471	0.79407852
4393	0.17010407	0.14841428	0.94795239
4394	0.38036427	0.21405043	0.11471673
4395	0.13910523	0.11626493	0.13694615
4396	0.31104875	0.16768304	0.16348312
4397	0.20801084	0.24184080	0.19516233
4398	0.46512637	0.13135972	0.23298023
4399	0.10817562	0.18945350	0.27812636
4400	0.24188804	0.27323922	0.33202075
4401	0.16176028	0.10717819	0.39635862
4402	0.36170699	0.15457770	0.47316366
4403	0.13228197	0.22293962	0.56485172
4404	0.29579147	0.12109324	0.67430679
4405	0.19780768	0.17464667	0.80497170
4406	0.44231142	0.25188408	0.96095641
4407	0.11962309	0.13681489	0.11629042
4408	0.26748536	0.19732121	0.13882478
4409	0.17887824	0.28458644	0.16572578
4410	0.39998391	0.11162914	0.19783957
4411	0.14628044	0.16099708	0.23617625
4412	0.32709302	0.23219797	0.28194170
4413	0.21874028	0.12612206	0.33657541
4414	0.48911814	0.18189948	0.40179586
4415	0.10158413	0.26234445	0.47965452
4416	0.22714903	0.14249661	0.57260036
4417	0.15190371	0.20551567	0.68355693
4418	0.33966702	0.29640488	0.81601430
4419	0.12422160	0.10060463	0.97413881
4420	0.27776795	0.14509698	0.11788569
4421	0.18575462	0.20926605	0.14072918
4422	0.41535996	0.11366622	0.16799921
4423	0.11233407	0.16393506	0.20055353
4424	0.25118662	0.23643527	0.23941612
4425	0.16797862	0.12842362	0.28580937
4426	0.37561161	0.18521891	0.34119255
4427	0.13736711	0.26713189	0.40730770
4428	0.30716219	0.10478258	0.48623442
4429	0.20541174	0.15112264	0.58045529
4430	0.45931461	0.21795656	0.69293397
4431	0.10682396	0.11838661	0.82720839
4432	0.23886565	0.17074304	0.98750205
4433	0.15973909	0.24625407	0.10020983
4434	0.35718745	0.13375686	0.11962816
4435	0.13062910	0.19291077	0.14280930
4436	0.29209555	0.27822547	0.17048240
4437	0.19533607	0.10913405	0.20351791
4438	0.43678473	0.15739853	0.24295493
4439	0.11812840	0.22700797	0.29003392
4440	0.26414313	0.12330303	0.34623572
4441	0.17664316	0.17783374	0.41332812
4442	0.39498611	0.25648063	0.49342145
4443	0.14445267	0.13931158	0.58903500
4444	0.32300599	0.20092206	0.70317622
4445	0.21600712	0.28977976	0.83943535
4446	0.48300661	0.10197843	0.10158451
4447	0.10417111	0.14707835	0.12126922
4448	0.23293368	0.21212369	0.14476836
4449	0.15577214	0.11521839	0.17282108
4450	0.34831709	0.16617368	0.20630977
4451	0.12738507	0.23966391	0.24628779
4452	0.28484168	0.13017731	0.29401261
4453	0.19048511	0.18774816	0.35098538
4454	0.42593766	0.27077971	0.41899815
4455	0.11519481	0.10621344	0.50019021
4456	0.25758342	0.15318629	0.59711539
4457	0.17225642	0.22093287	0.71282240
4458	0.38517706	0.12000324	0.85095073
4459	0.14086534	0.17307462	0.10297805
4460	0.31498449	0.24961679	0.12293279
4461	0.21064282	0.13558337	0.14675429
4462	0.47101167	0.19554506	0.17519184
4463	0.10954438	0.28202478	0.20913993
4464	0.24494868	0.11062433	0.24966636
4465	0.16380705	0.15954789	0.29804587
4466	0.36628371	0.23010788	0.35580020
4467	0.13395575	0.12498679	0.42474597
4468	0.29953415	0.18026215	0.50705182
4469	0.20031056	0.25998301	0.60530662
4470	0.44790803	0.14121395	0.72260090
4471	0.12113670	0.20366576	0.86262408
4472	0.27086989	0.29373685	0.10439070
4473	0.18114161	0.10337100	0.12461918
4474	0.40504495	0.14908678	0.14876747
4475	0.14813135	0.21502035	0.17759513
4476	0.33123176	0.11679176	0.21200891
4477	0.22150803	0.16844286	0.25309129
4478	0.49530701	0.24293665	0.30213447
4479	0.10094749	0.13195494	0.36068107
4480	0.22572545	0.19031196	0.43057264
4481	0.15095171	0.27447734	0.51400756
4482	0.33753828	0.10766384	0.61361021
4483	0.12344309	0.15527813	0.73251354
4484	0.27602714	0.22394982	0.87445756
4485	0.18459047	0.12164194	0.10582273
4486	0.41275684	0.17543804	0.12632871
4487	0.11163006	0.25302544	0.15080826
4488	0.24961240	0.13743483	0.18003138
4489	0.16692587	0.19821533	0.21491725
4490	0.37325760	0.28587598	0.25656320
4491	0.13650621	0.11213496	0.30627915
4492	0.30523716	0.16172660	0.36562889
4493	0.20412439	0.23325012	0.43647923
4494	0.45643602	0.12669355	0.52105871
4495	0.10615448	0.18272372	0.62202772
4496	0.23736864	0.26353321	0.74256217
4497	0.15873798	0.14314230	0.88645337
4498	0.35494891	0.20644692	0.10727441
4499	0.12981043	0.29774798	0.12806168
4500	0.29026495	0.10106049	0.15287705
4501	0.19411187	0.14575445	0.18250105
4502	0.43404733	0.21021430	0.21786549
4503	0.11738807	0.11418127	0.26008273
4504	0.26248771	0.16467789	0.31048069
4505	0.17553611	0.23750662	0.37064459
4506	0.39251067	0.12900554	0.44246686
4507	0.14354736	0.18605818	0.52820660
4508	0.32098166	0.26834233	0.63056070
4509	0.21465337	0.10525738	0.75274864
4510	0.47997953	0.15180742	0.89861374
4511	0.10351825	0.21894418	0.10874600
4512	0.23147385	0.11892305	0.12981843
4513	0.15479589	0.17151672	0.15497421
4514	0.34613414	0.24736991	0.18500460
4515	0.12658673	0.13436295	0.22085417
4516	0.28305654	0.19378490	0.26365055
